theta_H,phi_H,theta_V,phi_V,R,G,B
0.240683,5.034399,0.750997,2.911052,0.827042,0.809767,0.766580
0.314495,4.658222,0.945703,3.153055,4.824869,4.724811,4.474665
0.070421,5.032010,0.645018,3.304916,4.089710,4.003647,3.788491
0.170156,2.582735,0.970469,2.863228,0.096917,0.094883,0.089797
0.533507,1.663358,1.278723,2.089698,1.102779,1.079631,1.021761
0.305164,4.776697,0.963711,4.897698,2.499494,2.446896,2.315402
0.786639,4.297608,0.365872,3.513455,0.008965,0.008776,0.008305
0.278401,1.432459,0.637075,2.608136,1.508944,1.477180,1.397772
0.702087,4.852060,0.703561,3.884301,0.232949,0.228046,0.215788
0.384197,4.696064,0.729578,4.090232,1.762871,1.725759,1.632977
0.271570,4.602067,0.917153,4.150133,2.245463,2.198217,2.080103
0.015678,2.991379,1.091821,2.164711,12.091303,11.847905,11.239410
0.280981,1.354624,0.592051,0.113044,0.721999,0.706801,0.668804
0.223688,4.595765,0.899983,2.750244,5.285855,5.176526,4.903203
0.066952,4.458766,0.462304,0.563510,3.851565,3.770483,3.567776
0.154232,1.515196,0.925000,1.223125,5.453779,5.339201,5.052757
0.541174,1.492618,0.419659,1.724608,0.560920,0.549111,0.519589
0.186328,4.647236,0.854445,1.767913,8.481933,8.308650,7.875442
0.123972,1.543610,0.486616,5.615791,4.518943,4.423817,4.186002
0.376875,6.219039,0.510195,0.110186,0.001492,0.001460,0.001382
0.258454,4.459594,1.150663,5.127844,1.282841,1.256216,1.189655
0.136080,4.793499,0.726602,5.711055,4.612094,4.515034,4.272384
0.885485,3.519799,0.678884,4.222256,0.000347,0.000340,0.000322
0.231624,3.915430,0.611777,3.492790,0.033687,0.032978,0.031205
0.461450,4.545256,1.037693,4.819952,0.394584,0.386279,0.365515
0.592725,4.681357,0.147007,3.751451,0.977703,0.957120,0.905664
0.172547,4.791737,0.708356,2.107152,5.776471,5.655554,5.353260
0.384266,6.010986,0.803649,0.000082,0.001967,0.001925,0.001822
0.230383,5.025242,0.434222,2.910344,0.552496,0.540866,0.511791
0.062434,2.404397,0.735048,3.715773,1.900146,1.860183,1.760276
0.395109,4.640682,0.544597,1.843640,2.831256,2.772279,2.624836
0.735687,3.519083,0.727149,3.830621,0.000289,0.000283,0.000268
0.214793,4.389848,0.955301,0.603338,2.274259,2.229537,2.117731
0.884557,1.351969,0.553213,0.976405,0.047206,0.046212,0.043728
0.579880,4.711999,0.502753,6.256320,1.538439,1.506091,1.425222
0.719701,2.438056,0.867439,2.904342,0.000707,0.000692,0.000655
0.731595,3.234961,0.857480,2.064443,0.000424,0.000415,0.000393
0.313746,3.011902,0.667870,1.428842,0.004914,0.004810,0.004552
0.046785,4.681325,1.082138,3.138177,16.686045,16.350180,15.510517
0.253362,4.659567,0.666991,5.905231,3.121671,3.055969,2.891713
0.172787,4.566244,0.623308,5.598415,2.712573,2.655471,2.512715
0.797547,0.751181,0.939613,0.426730,0.000662,0.000648,0.000613
1.074044,3.772990,1.199354,3.735643,0.000390,0.000382,0.000361
0.574315,0.795906,0.911109,0.990523,0.001743,0.001707,0.001615
0.279428,1.630573,0.382899,5.891055,2.489801,2.437389,2.306359
0.447380,4.707269,0.411885,3.304858,1.601788,1.568069,1.483769
0.691422,0.976685,0.655152,0.307320,0.002556,0.002502,0.002368
0.265148,4.958774,0.668478,5.162370,0.544267,0.532809,0.504163
0.160695,1.625780,0.448408,6.005834,3.775552,3.696070,3.497366
0.088609,1.321729,1.478879,0.674030,55.472446,54.802677,53.128262
0.087698,1.679448,0.877920,5.942189,8.753862,8.571389,8.115203
0.666363,1.010079,0.997339,0.138381,0.004918,0.004814,0.004556
1.015418,0.040191,1.207525,5.780901,0.000208,0.000204,0.000193
0.088242,4.604512,1.071891,6.065769,13.840675,13.560377,12.859630
0.201755,4.331237,0.627358,0.548675,0.690367,0.675871,0.639630
0.011241,4.621672,0.654423,2.930213,5.987605,5.861601,5.546592
0.117286,1.716402,0.850625,6.219086,6.701736,6.561588,6.211215
0.387018,1.624617,0.512014,3.664852,2.291975,2.243805,2.123379
0.785631,0.823729,0.453187,1.412802,0.001196,0.001171,0.001108
0.150051,1.637771,0.982926,3.308409,9.903166,9.699394,9.189967
0.266662,4.763865,0.997417,1.796977,15.159827,14.894572,14.231433
0.424343,1.521942,0.236551,4.687065,1.756506,1.719543,1.627136
0.105047,1.557866,0.109472,5.028179,3.554260,3.479433,3.292367
0.050171,1.423116,1.142074,5.681141,19.967411,19.582708,18.620955
0.958107,0.835012,0.986841,0.407188,0.000777,0.000760,0.000720
0.640644,4.804316,1.145380,0.163564,4.204860,4.132771,3.952549
0.033153,4.196921,0.866855,3.710117,6.666368,6.526608,6.177209
0.670350,5.183974,0.516933,3.982453,0.009156,0.008963,0.008482
0.178004,4.585334,0.308355,3.417157,2.277950,2.229993,2.110101
0.285201,6.155126,0.959428,0.816450,0.008049,0.007880,0.007458
0.321464,1.723364,0.537981,0.260983,1.019637,0.998174,0.944516
0.533318,5.162712,0.771197,5.909155,0.013837,0.013546,0.012817
0.293845,2.064539,1.211974,0.046027,1.780189,1.754022,1.688604
0.811825,4.335551,1.288899,5.073342,0.014636,0.014329,0.013560
0.319509,4.764915,0.213734,5.675122,1.676933,1.641629,1.553369
0.337952,5.887321,0.590853,5.400834,0.003185,0.003118,0.002951
0.288593,5.566514,0.681665,4.913319,0.013395,0.013113,0.012408
0.581768,2.692924,1.361534,2.535812,0.001539,0.001507,0.001426
0.128096,1.324781,0.797299,4.574059,4.423191,4.331049,4.100694
0.203534,1.588383,0.478983,0.794827,3.020180,2.956597,2.797640
0.104716,1.495794,0.459849,4.584064,4.447693,4.354066,4.119999
1.246634,4.049872,1.273878,4.191088,0.001410,0.001380,0.001306
0.563230,1.593969,0.802986,0.911908,1.001541,0.980457,0.927745
0.115183,1.448737,0.585569,2.070636,3.711345,3.633213,3.437885
0.237280,2.132472,1.446319,3.438514,1.856344,1.832071,1.771386
0.717463,0.596122,0.537412,1.794672,0.000997,0.000976,0.000924
0.091945,1.751415,0.601904,2.802192,4.003470,3.919195,3.708504
0.142171,1.771700,1.026214,1.983549,4.448189,4.355214,4.122777
1.027791,1.744081,1.216873,1.317599,0.080310,0.078619,0.074393
0.075436,1.438061,0.587181,2.637723,4.630579,4.533102,4.289410
0.076034,5.020680,0.225263,4.410327,2.541188,2.487689,2.353942
0.105327,4.230221,0.321718,4.460463,1.005471,0.984303,0.931384
0.310632,1.620415,0.989947,1.504356,2.717212,2.660042,2.517115
0.353471,4.748199,1.128191,0.138687,10.758210,10.555316,10.048081
1.178322,1.757246,1.156910,2.032103,0.068776,0.067328,0.063708
0.695158,5.752662,0.967404,5.792453,0.000470,0.000460,0.000436
0.275335,4.847738,0.949944,5.786071,2.320137,2.271438,2.149690
0.199596,4.627422,0.585263,0.551053,3.928147,3.845531,3.638990
0.156449,1.939697,1.169795,2.100386,2.240017,2.194031,2.079064
0.956891,2.392388,0.980336,3.086633,0.000666,0.000652,0.000617
0.212676,2.457585,0.228243,3.588327,0.030017,0.029385,0.027805
0.602190,2.347291,0.727910,1.962677,0.001394,0.001364,0.001291
0.068637,5.236162,0.853480,1.247339,4.001690,3.918132,3.709236
0.101191,1.160260,1.091575,0.552669,4.528131,4.435044,4.202327
0.358454,4.451403,0.720587,5.108738,0.227039,0.222259,0.210310
0.250480,4.927252,0.351124,4.566894,0.697143,0.682467,0.645775
0.749129,1.621995,0.951348,2.891606,1.290415,1.263581,1.196496
0.235617,1.545654,0.167810,2.560069,2.454619,2.402943,2.273752
0.224438,4.852649,0.650546,2.136041,3.303197,3.234024,3.061092
0.879681,4.948471,0.809313,4.271219,0.040159,0.039313,0.037200
0.425898,1.181565,0.540984,2.893097,0.062509,0.061194,0.057908
0.326682,1.565113,0.690665,0.409704,2.658185,2.602237,2.462367
0.943973,4.747787,0.814789,3.832897,0.825064,0.807708,0.764319
0.420850,4.055562,0.261086,4.768846,0.007044,0.006895,0.006525
1.033389,0.900444,0.823634,0.707855,0.001048,0.001026,0.000971
0.074700,4.508688,0.741677,5.229246,4.898489,4.795428,4.537776
0.092961,4.346145,0.949023,2.803671,5.004402,4.900459,4.640601
0.046140,3.958440,0.429832,1.182410,2.385751,2.335526,2.209962
0.102291,1.694977,1.159403,3.378078,19.673590,19.296883,18.355110
0.569417,1.611107,0.301846,5.124640,1.897490,1.857748,1.758396
0.923011,2.691515,1.290346,3.087760,0.000397,0.000389,0.000368
0.043746,5.629514,0.195842,1.088150,1.788592,1.750938,1.656801
0.519306,4.805234,0.450409,4.312406,0.530803,0.519628,0.491691
0.255410,5.085680,0.444553,3.592226,0.236813,0.231828,0.219364
0.524496,4.619209,1.117715,3.957826,0.950165,0.930189,0.880250
0.416102,1.649464,0.593326,1.479131,0.910218,0.891055,0.843149
0.451289,4.541149,0.880700,3.056233,0.716370,0.701448,0.664142
0.509745,4.412282,1.095072,4.035554,0.073853,0.072299,0.068413
0.589924,5.463215,0.865364,5.778445,0.001770,0.001733,0.001640
0.632972,0.321835,0.629131,1.312402,0.000513,0.000502,0.000475
0.685584,4.640514,0.218001,5.732675,0.662381,0.648439,0.613584
1.060943,3.516377,1.325785,3.856078,0.000277,0.000271,0.000257
0.623769,3.285855,0.321074,0.811751,0.001979,0.001937,0.001834
0.267769,1.663646,0.276918,1.431902,1.575722,1.542549,1.459616
0.192437,4.588750,1.007034,1.721388,10.856699,10.652099,10.140597
0.162779,0.748998,0.178790,1.665751,0.088772,0.086903,0.082231
0.681534,3.918775,0.592729,3.307394,0.001027,0.001005,0.000951
0.272730,4.724900,0.449908,0.910846,3.451692,3.379069,3.197509
0.334857,1.450541,0.594578,0.347884,1.178736,1.153922,1.091886
0.304291,1.622473,0.880694,3.045325,4.071120,3.985947,3.773014
0.096700,0.937579,1.106916,3.654631,4.781713,4.691787,4.466971
0.159686,1.504465,0.619961,5.452254,4.934771,4.831012,4.571615
0.410244,3.978307,0.756825,2.311318,0.011202,0.010968,0.010382
0.713598,6.010557,1.052456,6.109382,0.000321,0.000314,0.000297
0.693507,4.023909,0.654795,2.945301,0.002079,0.002035,0.001926
0.890782,3.218937,0.741398,4.008275,0.000261,0.000255,0.000242
0.474629,0.661157,0.917296,0.013451,0.002487,0.002434,0.002304
0.554915,4.679126,0.886298,2.819412,4.814797,4.720346,4.484219
0.187362,0.428883,0.573225,0.552738,0.029341,0.028724,0.027179
0.900547,4.778340,0.977486,5.729574,0.607813,0.595038,0.563101
0.158485,1.010798,0.727092,6.079269,0.421689,0.412817,0.390636
1.271680,4.597530,1.017126,4.442211,0.290661,0.284542,0.269244
0.077000,1.735079,0.808774,3.342362,6.698111,6.557549,6.206144
0.367139,1.093082,0.768236,6.182203,0.047279,0.046285,0.043798
0.094659,2.438352,0.488978,4.476507,0.525798,0.514729,0.487057
0.203641,4.678525,1.297886,3.855117,14.948464,14.660203,13.939548
0.266022,4.703459,1.024534,1.919538,18.169950,17.858988,17.081583
0.307185,1.562172,0.447085,0.892492,2.028435,1.985731,1.878971
0.105438,0.989781,1.034880,2.271352,2.166681,2.122125,2.010736
0.086541,4.883383,1.148158,1.498840,18.408432,18.074720,17.240444
0.442824,1.426899,0.276696,4.529836,0.703827,0.689024,0.652017
0.517473,5.023617,0.807324,3.829830,0.071542,0.070038,0.066278
0.699805,1.539418,0.660499,2.931312,1.371086,1.342332,1.270448
0.368235,4.761100,0.471105,1.833409,2.952024,2.890126,2.735380
0.279622,0.370003,0.716608,0.430386,0.006690,0.006549,0.006197
0.084669,6.113413,0.480955,4.013708,0.354333,0.346874,0.328225
0.018047,5.086242,0.378301,3.163893,4.239576,4.150321,3.927186
0.373145,3.301430,0.657809,2.242014,0.002118,0.002073,0.001962
0.121906,2.533469,0.721808,4.768856,0.294831,0.288641,0.273167
0.198918,1.402465,0.634662,5.670201,2.607335,2.552514,2.415461
0.106077,4.735949,1.366768,5.866147,48.670307,47.905708,45.994205
0.478514,4.907652,0.304632,5.114862,0.176965,0.173239,0.163925
0.106673,4.911709,0.529201,1.932041,3.738757,3.660069,3.463351
0.066524,2.054777,0.065449,4.989389,1.968279,1.926841,1.823248
0.068671,4.299227,0.485535,4.026028,2.577464,2.523202,2.387546
0.251670,1.563896,0.737606,1.779994,2.911067,2.849782,2.696572
0.022885,4.439773,0.451679,2.170354,4.513086,4.418075,4.180548
0.757856,4.415488,1.333920,3.542835,0.060016,0.058767,0.055642
1.012408,6.035524,1.376559,6.267748,0.000336,0.000329,0.000312
0.061617,3.208679,0.948950,5.282181,1.749272,1.713104,1.622683
0.159570,4.499188,0.693323,1.623282,3.292731,3.223735,3.051246
0.545350,4.497202,0.594498,4.433768,0.096301,0.094274,0.089205
0.626054,4.541262,0.567034,3.142466,0.235641,0.230687,0.218301
0.405649,4.742095,0.369552,1.640539,2.529092,2.475955,2.343111
0.112129,5.266747,0.800250,5.154186,1.045574,1.023576,0.968582
1.191785,2.500548,1.310109,2.714532,0.000539,0.000528,0.000499
0.365976,1.446320,0.870622,3.960909,4.811364,4.719788,4.490848
0.046426,0.949578,1.012435,4.331757,7.819213,7.660508,7.263744
0.050723,2.566389,0.899801,4.913841,3.201081,3.134480,2.967979
0.038671,0.982992,0.635743,0.600895,3.888795,3.806940,3.602302
0.343801,5.653557,0.332495,5.091510,0.004627,0.004529,0.004286
0.851040,5.707428,1.109390,5.672345,0.000376,0.000368,0.000348
0.374187,1.651450,0.951046,2.246559,1.685000,1.649543,1.560900
0.100322,4.750262,0.361377,1.525411,4.173709,4.085843,3.866177
0.341999,4.582624,0.213769,4.546391,0.788479,0.771879,0.730380
0.181780,1.272892,0.532551,2.709342,1.014103,0.992755,0.939384
0.920670,0.192083,1.355311,0.048541,0.000332,0.000325,0.000307
1.094883,3.473516,1.079254,3.126561,0.000231,0.000226,0.000214
0.320102,4.703781,0.637575,4.332010,2.041130,1.998159,1.890731
0.200692,1.475966,1.231449,1.143561,7.589857,7.435118,7.048270
0.120831,6.281108,0.823853,0.307426,0.144473,0.141434,0.133837
0.036938,2.802868,0.403846,3.827547,1.987444,1.945603,1.841001
0.896648,5.838479,0.757699,0.596292,0.000452,0.000442,0.000419
0.425631,4.875363,0.864593,3.722144,0.645283,0.631723,0.597824
0.223050,4.719227,0.206072,1.772925,2.992610,2.929608,2.772104
0.830827,3.328192,0.382709,4.523204,0.001208,0.001183,0.001119
0.500830,4.921000,0.946722,4.222203,0.195868,0.191745,0.181439
0.237894,1.674695,0.936520,5.031604,9.139267,8.963826,8.525226
0.206496,2.704728,0.361495,2.587076,0.018436,0.018048,0.017078
0.743547,3.689733,0.793961,3.506854,0.000384,0.000376,0.000356
0.118254,1.540105,0.570270,1.641513,4.007287,3.922924,3.712016
0.585758,1.603278,0.171981,0.300296,1.051940,1.029796,0.974436
0.179187,5.353955,0.980754,2.706588,0.712390,0.698451,0.663603
0.483510,5.726550,0.447732,0.026165,0.001267,0.001241,0.001174
0.018769,3.208483,0.884453,1.897737,6.508990,6.372863,6.032547
0.195533,5.236996,0.953933,4.728842,0.305076,0.298668,0.282648
0.396582,3.590756,0.378463,2.934595,0.001915,0.001875,0.001774
0.535155,6.015763,0.680195,6.041029,0.000550,0.000539,0.000510
0.445801,4.779828,0.086260,3.309248,1.066757,1.044300,0.988155
0.165100,1.627846,0.747246,4.450366,6.717503,6.577300,6.226791
0.948067,0.722841,1.319466,0.575280,0.000690,0.000675,0.000639
0.359129,1.553479,0.499596,4.930229,3.554973,3.480500,3.294317
0.799911,1.618697,0.504746,0.385168,0.987527,0.966771,0.914883
0.691814,4.630447,0.970962,5.722006,0.746800,0.731136,0.691975
0.277712,4.734728,0.267291,2.682525,2.547237,2.493612,2.359548
0.257521,1.324460,0.547487,0.532367,0.583224,0.570945,0.540249
0.512254,1.533959,0.816562,3.516341,4.683634,4.590058,4.356118
0.097979,1.562404,0.543360,3.188539,4.785531,4.684791,4.432942
0.063277,4.444151,0.448099,0.443517,3.790735,3.710932,3.511424
0.545409,4.780491,0.872057,4.884542,0.679731,0.665421,0.629645
0.071040,1.377267,1.279088,5.656353,35.288277,34.718826,33.295197
0.029345,5.116374,0.482456,0.678304,4.310915,4.220161,3.993277
0.480145,4.720515,0.607890,5.815659,1.448062,1.417579,1.341371
0.340216,3.199934,1.390325,4.389390,0.015069,0.014811,0.014166
0.124704,1.081692,1.386731,2.009306,6.060627,5.963502,5.720690
0.796315,2.919393,0.511670,2.475930,0.000267,0.000261,0.000247
0.801945,4.655690,0.903824,4.008142,0.488823,0.478532,0.452805
0.188789,1.573288,0.659732,5.287457,5.733477,5.613202,5.312515
0.761238,2.960513,1.435474,2.463222,0.000597,0.000584,0.000553
0.559491,1.587555,0.491369,4.253553,3.407947,3.338032,3.163244
0.255725,4.489268,0.623172,2.833055,1.002666,0.981571,0.928833
1.176744,2.031160,1.515534,2.545615,0.008545,0.008365,0.007916
0.764351,1.844177,0.775575,2.406941,0.026598,0.026038,0.024638
0.238861,1.122211,1.075027,1.349841,0.289580,0.283511,0.268337
0.219420,4.565729,0.055870,1.345503,1.567628,1.534626,1.452119
0.040511,6.091199,1.047897,4.656194,4.636452,4.541931,4.305626
0.263196,4.751309,1.134681,2.358923,26.982052,26.568336,25.534052
0.437685,1.445396,1.217441,2.514676,1.885428,1.846979,1.750858
0.379580,4.693646,0.588755,5.969357,2.065509,2.022030,1.913334
0.036808,0.199451,1.069278,5.607958,5.980791,5.858969,5.554412
0.165268,4.881746,1.204092,2.761617,22.680761,22.303944,21.361898
0.054267,1.712254,0.547578,2.061707,4.471958,4.377814,4.142454
0.393533,4.768480,0.291774,5.404380,1.209532,1.184068,1.120408
0.097848,1.464499,0.796675,5.982231,6.771810,6.629732,6.274536
0.453680,0.026684,0.547489,5.344061,0.000947,0.000927,0.000877
0.084099,2.515719,0.877014,4.289798,1.079760,1.057208,1.000827
0.159945,4.205332,0.449243,2.305984,0.415190,0.406449,0.384598
0.469220,1.627878,1.422154,2.393978,4.566767,4.475507,4.247357
0.199979,3.861300,0.351057,0.898153,0.053830,0.052697,0.049864
0.077145,5.313639,0.723556,3.721808,2.124456,2.079780,1.968091
0.935695,4.958255,0.921755,5.585747,0.032249,0.031570,0.029873
0.349321,3.913690,0.757765,5.271555,0.012147,0.011891,0.011253
0.645963,3.744781,1.076692,2.811244,0.001182,0.001157,0.001095
0.288595,3.504862,0.305295,2.462540,0.005190,0.005081,0.004807
0.451526,2.659597,0.336556,1.517442,0.001553,0.001520,0.001439
0.442315,0.305460,0.182327,3.330497,0.001719,0.001683,0.001593
0.100954,4.722572,1.446173,3.417149,126.178566,124.735283,121.127068
0.187863,4.607737,0.851689,1.184898,7.397544,7.246331,6.868298
0.187496,4.360947,0.473911,0.282928,0.731083,0.715695,0.677224
0.827036,4.734746,0.968609,3.221961,3.825362,3.750436,3.563121
0.248221,3.682830,0.432025,2.746161,0.012768,0.012499,0.011827
1.012117,1.547987,0.793540,1.595371,0.516212,0.505344,0.478175
0.326609,1.629355,1.143947,2.540751,4.565579,4.470930,4.234307
0.152554,4.687819,0.461484,2.240910,4.292188,4.201839,3.975965
0.427676,3.052148,0.290612,2.367516,0.001035,0.001013,0.000959
0.284008,2.485959,1.093727,4.308176,0.048037,0.047124,0.044840
0.103567,0.204559,0.262865,4.830352,0.159521,0.156163,0.147767
0.126183,5.770226,1.030221,3.619235,0.539959,0.529185,0.502248
0.403323,4.953702,0.734089,3.440821,0.331633,0.324670,0.307261
0.268907,4.625263,0.806483,0.173541,4.232449,4.144110,3.923262
0.182116,5.035326,0.597626,0.133348,0.914882,0.895624,0.847479
0.145514,5.034884,0.936632,3.349426,3.110527,3.046021,2.884757
0.425486,1.785734,0.656145,2.771147,0.246830,0.241634,0.228644
0.732040,1.960137,0.584002,2.968810,0.012095,0.011841,0.011204
0.399282,2.538731,0.308692,1.814916,0.002681,0.002625,0.002484
0.377232,3.754973,0.632481,4.065661,0.003390,0.003318,0.003140
0.132288,1.370184,0.934331,3.374657,6.889036,6.746991,6.391879
0.984509,5.058220,1.270893,5.610702,0.012985,0.012712,0.012029
0.127818,1.611322,0.449032,5.447202,4.336139,4.244858,4.016658
0.253848,0.441180,0.994666,0.226351,0.016845,0.016491,0.015606
0.679970,1.176690,1.378958,1.738640,0.021019,0.020578,0.019476
0.634403,3.065150,0.241685,3.988994,0.000455,0.000445,0.000421
1.156169,1.498200,1.150073,2.448319,0.899981,0.881138,0.834031
0.446279,1.798460,0.979324,1.290297,0.210777,0.206341,0.195250
0.679125,1.815205,0.306593,1.375301,0.051363,0.050282,0.047579
0.179885,1.079677,0.751317,2.620584,0.469469,0.459602,0.434936
0.051791,4.600176,0.781530,4.845037,6.115767,5.987163,5.665650
0.075312,0.846444,1.063938,3.010066,4.720239,4.626246,4.391263
0.775823,4.416976,1.324161,4.740352,0.029275,0.028659,0.027118
0.368697,4.819684,0.507927,1.016539,1.817638,1.779514,1.684204
0.040239,5.338340,1.250618,4.341528,15.585774,15.302195,14.593243
0.386826,1.544529,0.519102,0.556212,1.657248,1.622359,1.535136
0.175692,4.649620,1.170934,1.993864,27.404257,26.978365,25.913635
0.898099,5.405821,0.618590,5.138125,0.001083,0.001060,0.001003
0.152197,1.210210,0.365418,1.148964,0.799029,0.782207,0.740153
0.178282,4.776639,1.046976,3.169187,11.091946,10.867179,10.305263
0.360840,1.675089,0.827437,4.807724,5.562350,5.457107,5.193998
0.774388,0.375978,1.162502,0.371065,0.000344,0.000337,0.000319
0.571178,4.676309,1.431709,3.322048,13.876777,13.665833,13.138477
0.591232,4.621434,0.567323,6.037741,0.766895,0.750768,0.710449
0.091098,5.059975,0.425538,3.929311,2.202717,2.156344,2.040412
0.462457,1.851849,1.280831,1.715703,0.163077,0.159656,0.151104
0.204576,1.592281,0.919373,4.969643,11.401650,11.175917,10.611582
0.538353,1.302940,0.828899,1.550668,0.060642,0.059366,0.056174
0.116572,4.753999,1.275689,0.799716,44.857708,44.209949,42.590549
0.234527,0.513524,0.991032,1.709693,0.032096,0.031427,0.029755
